item_id,order_id,product_id,quantity,unit_price,discount_percent
I001217,O00501,P0178,10,6448.26,23.0
I001218,O00501,P0053,4,3233.26,9.83
I001219,O00501,P0099,3,4918.18,24.41
I001220,O00502,P0174,2,948.93,0.35
I001221,O00503,P0085,2,9027.86,8.12
I001222,O00504,P0055,2,9101.53,23.34
I001223,O00504,P0079,8,7065.67,11.59
I001224,O00505,P0144,3,1604.97,16.61
I001225,O00506,P0041,8,2884.22,33.92
I001226,O00506,P0144,4,6672.3,5.87
I001227,O00506,P0142,8,489.85,35.21
I001228,O00506,P0161,8,1787.53,0.8
I001229,O00507,P0113,3,296.58,19.67
I001230,O00507,P0150,10,3463.79,3.4
I001231,O00507,P0147,6,1435.94,12.0
I001232,O00508,P0039,6,7948.54,31.46
I001233,O00508,P0029,6,8013.24,0.64
I001234,O00508,P0172,10,1773.7,34.05
I001235,O00508,P0051,4,9822.16,36.17
I001236,O00509,P0126,6,614.91,9.55
I001237,O00510,P0068,6,7524.98,30.39
I001238,O00510,P0115,8,3395.9,1.25
I001239,O00510,P0111,-5,290.2,15.23
I001240,O00511,P0098,5,3422.79,32.13
I001241,O00511,P0100,7,3487.07,37.72
I001242,O00511,P0010,5,4939.42,10.67
I001243,O00511,P0178,8,939.47,26.65
I001244,O00512,P0131,3,1159.79,2.98
I001245,O00512,P0030,6,5761.9,9.48
I001246,O00512,P0006,2,195.49,0.54
I001247,O00513,P0159,10,8726.36,18.43
I001248,O00513,P0019,6,1147.74,4.88
I001249,O00513,P0040,3,7486.03,3.25
I001250,O00514,P0184,-2,2181.17,28.68
I001251,O00515,P0083,8,7111.55,19.81
I001252,O00515,P0161,3,7342.49,23.67
I001253,O00515,P0136,1,5125.09,3.18
I001254,O00515,P0050,4,8793.95,23.02
I001255,O00516,P0180,2,8501.3,30.25
I001256,O00516,P0032,4,6389.44,23.69
I001257,O00517,P0130,7,3513.11,9.63
I001258,O00517,P0164,1,9684.58,10.07
I001259,O00517,P0074,3,721.55,13.77
I001260,O00517,P0056,1,8195.26,3.2
I001261,O00518,P0004,6,9171.7,14.46
I001262,O00518,P0191,10,752.2,10.5
I001263,O00518,P0173,6,7447.71,19.22
I001264,O00518,P0023,8,4941.97,21.84
I001265,O00519,P0059,3,3593.66,18.6
I001266,O00519,P0151,8,7982.89,37.81
I001267,O00520,P0119,7,342.35,5.58
I001268,O00520,P0116,6,8715.48,5.98
I001269,O00520,P0040,-2,1595.28,37.84
I001270,O00520,P0037,4,3973.79,6.0
I001271,O00521,P0051,7,8314.8,34.15
I001272,O00521,P0006,5,4916.69,28.95
I001273,O00521,P0128,7,8530.81,19.49
I001274,O00522,P0091,2,3300.5,19.07
I001275,O00523,P0037,8,4221.82,0.52
I001276,O00523,P0061,5,3451.95,12.42
I001277,O00523,P0133,10,1306.29,5.18
I001278,O00524,P0088,3,9707.26,2.52
I001279,O00524,P0186,8,2536.49,37.78
I001280,O00524,P0096,4,9035.29,25.35
I001281,O00525,P0072,6,9028.37,38.62
I001282,O00525,P0143,10,2366.37,23.71
I001283,O00525,P0088,4,2566.08,22.53
I001284,O00525,P0148,1,8819.21,15.37
I001285,O00526,P0160,2,4680.62,36.02
I001286,O00526,P0083,5,3956.81,7.73
I001287,O00527,P0183,1,2311.0,0.12
I001288,O00527,P0037,6,4877.28,5.84
I001289,O00527,P0094,5,4898.51,12.57
I001290,O00528,P0166,10,3026.63,2.42
I001291,O00528,P0049,4,5090.88,9.93
I001292,O00529,P0109,5,3031.42,1.15
I001293,O00529,P0180,7,4702.9,36.39
I001294,O00529,P0003,3,3881.99,6.28
I001295,O00529,P0077,8,1166.67,10.94
I001296,O00530,P0051,8,5906.16,12.91
I001297,O00530,P0181,1,8690.6,22.1
I001298,O00530,P0156,6,8334.86,15.0
I001299,O00531,P0161,7,4015.82,13.06
I001300,O00532,P0165,5,7589.26,1.58
I001301,O00533,P0186,3,9276.79,5.6
I001302,O00534,P0134,3,2426.63,30.19
I001303,O00535,P0087,6,4975.31,21.8
I001304,O00535,P0021,9,7918.31,27.78
I001305,O00535,P0106,9,8162.21,17.94
I001306,O00536,P0196,5,659.49,27.34
I001307,O00537,P0014,4,517.54,30.34
I001308,O00538,P0036,6,7584.03,26.81
I001309,O00538,P0129,1,2967.43,0.94
I001310,O00539,P0141,10,2372.11,19.66
I001311,O00539,P0018,6,5857.67,14.72
I001312,O00539,P0011,3,1607.33,0.29
I001313,O00539,P0052,10,5607.0,20.44
I001314,O00540,P0052,10,2038.15,35.92
I001315,O00540,P0194,7,2925.28,1.15
I001316,O00541,P0053,7,7453.85,34.97
I001317,O00541,P0048,4,7383.46,11.94
I001318,O00541,P0029,4,8196.82,14.44
I001319,O00541,P0011,1,2375.12,35.61
I001320,O00542,P0056,-2,8617.54,8.25
I001321,O00542,P0131,7,4633.05,15.63
I001322,O00542,P0007,3,4853.74,23.87
I001323,O00543,P0020,2,8541.55,24.77
I001324,O00543,P0158,1,9308.58,12.14
I001325,O00544,P0187,1,6493.14,38.84
I001326,O00544,P0146,6,4233.12,0.9
I001327,O00544,P0041,1,3090.3,10.51
I001328,O00544,P0025,4,6403.43,38.1
I001329,O00545,P0122,-1,7275.61,18.21
I001330,O00546,P0070,10,7341.2,6.13
I001331,O00546,P0006,2,3836.51,1.49
I001332,O00546,P0180,7,4183.0,38.92
I001333,O00547,P0169,2,8776.12,28.4
I001334,O00548,P0052,5,1961.89,27.59
I001335,O00548,P0069,1,536.82,22.53
I001336,O00548,P0007,7,7059.17,31.68
I001337,O00548,P0172,1,975.32,14.69
I001338,O00549,P0140,6,5453.59,12.83
I001339,O00549,P0042,6,5844.1,14.88
I001340,O00549,P0096,6,1561.57,26.91
I001341,O00549,P0169,8,4137.48,38.46
I001342,O00550,P0155,5,3394.76,14.35
I001343,O00551,P0116,3,3500.19,36.73
I001344,O00551,P0193,3,5448.09,33.28
I001345,O00551,P0139,3,5779.56,39.09
I001346,O00551,P0175,4,4023.87,32.94
I001347,O00552,P0129,9,1127.77,0.16
I001348,O00553,P0190,6,3322.32,33.46
I001349,O00553,P0059,6,4010.11,26.28
I001350,O00554,P0057,7,9880.71,9.03
I001351,O00554,P0148,8,6970.03,30.13
I001352,O00554,P0090,1,9695.88,32.0
I001353,O00554,P0192,8,814.85,38.0
I001354,O00555,P0194,5,5465.47,3.86
I001355,O00555,P0104,-1,3028.26,8.28
I001356,O00556,P0018,5,1277.63,37.79
I001357,O00557,P0003,6,2163.64,17.14
I001358,O00557,P0179,10,6388.67,23.73
I001359,O00557,P0153,8,5049.95,14.06
I001360,O00557,P0077,5,8625.63,15.35
I001361,O00558,P0109,10,3575.44,38.85
I001362,O00559,P0007,2,5482.98,3.32
I001363,O00559,P0098,2,7515.62,9.66
I001364,O00559,P0010,8,3167.15,31.09
I001365,O00559,P0125,8,4165.01,0.41
I001366,O00560,P0152,1,4499.86,20.08
I001367,O00560,P0173,8,5693.99,32.05
I001368,O00561,P0065,10,5215.69,6.96
I001369,O00562,P0076,10,1185.78,6.19
I001370,O00562,P0042,2,4913.85,0.23
I001371,O00562,P0011,3,534.36,7.31
I001372,O00562,P0075,6,5877.34,19.73
I001373,O00563,P0180,3,9790.09,24.21
I001374,O00563,P0030,1,3730.09,27.96
I001375,O00563,P0026,1,8987.13,14.73
I001376,O00563,P0043,9,4789.21,11.16
I001377,O00564,P0018,6,5120.42,9.73
I001378,O00564,P0017,3,1703.75,22.82
I001379,O00564,P0023,4,9965.55,14.93
I001380,O00564,P0068,5,9711.57,26.25
I001381,O00565,P0030,4,1418.83,28.06
I001382,O00565,P0144,1,5150.94,0.49
I001383,O00565,P0011,9,5897.17,0.35
I001384,O00565,P0060,3,2512.39,19.22
I001385,O00566,P0049,8,2219.81,6.9
I001386,O00566,P0170,9,5459.89,32.15
I001387,O00567,P0171,9,7629.13,19.11
I001388,O00567,P0033,2,2545.97,30.14
I001389,O00568,P0058,1,524.8,12.82
I001390,O00568,P0068,-3,3968.68,24.26
I001391,O00568,P0105,4,1360.53,24.6
I001392,O00569,P0166,4,2947.51,30.92
I001393,O00569,P0194,7,4231.43,22.47
I001394,O00569,P0163,3,495.49,11.1
I001395,O00569,P0041,5,8087.43,36.68
I001396,O00570,P0138,5,4752.13,19.51
I001397,O00570,P0155,10,9242.19,24.21
I001398,O00570,P0084,10,3437.05,27.66
I001399,O00571,P0137,2,2755.3,10.85
I001400,O00571,P0133,5,2355.64,37.07
I001401,O00571,P0158,6,5703.55,13.94
I001402,O00572,P0050,7,6017.83,26.79
I001403,O00572,P0086,4,8916.45,5.57
I001404,O00572,P0133,5,6891.2,28.5
I001405,O00573,P0053,9,7273.47,35.05
I001406,O00573,P0119,4,7920.46,33.22
I001407,O00573,P0149,3,8114.82,15.0
I001408,O00574,P0124,8,1548.77,24.24
I001409,O00574,P0184,5,3827.96,22.03
I001410,O00574,P0070,-2,8138.71,10.19
I001411,O00574,P0146,8,9909.45,23.34
I001412,O00575,P0131,4,9817.62,25.12
I001413,O00575,P0146,8,4816.04,15.48
I001414,O00575,P0108,2,1316.87,30.4
I001415,O00576,P0011,2,5530.06,10.74
I001416,O00577,P0191,7,8923.98,22.66
I001417,O00578,P0029,6,7223.76,11.37
I001418,O00579,P0060,10,7542.09,37.11
I001419,O00579,P0057,6,1601.86,22.15
I001420,O00580,P0196,7,6201.34,38.18
I001421,O00580,P0057,2,6179.91,38.96
I001422,O00580,P0044,8,2537.31,16.26
I001423,O00581,P0118,3,9184.49,11.18
I001424,O00581,P0157,1,3154.09,23.19
I001425,O00582,P0115,2,4496.92,6.02
I001426,O00582,P0055,7,7531.87,0.92
I001427,O00582,P0060,5,6765.78,17.47
I001428,O00582,P0026,9,305.09,20.3
I001429,O00583,P0114,3,6049.44,27.96
I001430,O00583,P0156,7,4099.66,8.72
I001431,O00583,P0053,6,2562.78,11.63
I001432,O00583,P0096,4,8789.53,38.43
I001433,O00584,P0166,2,8021.0,15.55
I001434,O00584,P0179,6,302.89,17.45
I001435,O00585,P0109,6,3729.29,39.88
I001436,O00585,P0023,8,2269.45,23.42
I001437,O00585,P0112,9,8120.41,33.84
I001438,O00585,P0066,7,7631.03,3.6
I001439,O00586,P0024,9,884.63,37.28
I001440,O00586,P0158,8,1502.18,17.44
I001441,O00587,P0059,5,761.11,34.87
I001442,O00587,P0105,10,6580.76,31.37
I001443,O00588,P0074,8,8959.73,9.45
I001444,O00588,P0141,4,862.77,30.91
I001445,O00589,P0046,8,3752.41,7.16
I001446,O00589,P0137,9,2531.9,0.35
I001447,O00589,P0032,3,5181.13,0.83
I001448,O00590,P0101,3,4743.76,33.86
I001449,O00591,P0156,10,4677.81,18.2
I001450,O00591,P0095,2,1704.66,24.24
I001451,O00592,P0018,7,2943.3,21.16
I001452,O00593,P0174,9,8899.05,18.66
I001453,O00593,P0194,9,6094.62,28.73
I001454,O00593,P0102,7,5282.36,16.31
I001455,O00593,P0141,9,1349.77,1.46
I001456,O00594,P0154,6,1243.81,36.17
I001457,O00595,P0097,6,7528.08,8.62
I001458,O00595,P0077,3,5945.26,30.35
I001459,O00595,P0096,3,3089.52,9.78
I001460,O00595,P0007,1,9046.27,10.12
I001461,O00596,P0120,8,9600.22,9.81
I001462,O00596,P0183,3,9235.19,11.82
I001463,O00596,P0096,1,9102.98,35.48
I001464,O00596,P0053,7,3010.12,32.84
I001465,O00597,P0011,6,9227.65,6.64
I001466,O00597,P0123,2,7139.94,10.78
I001467,O00597,P0018,1,6343.68,14.85
I001468,O00597,P0091,8,8005.26,18.41
I001469,O00598,P0073,9,8846.98,30.34
I001470,O00598,P0095,7,457.94,31.17
I001471,O00598,P0014,10,9986.58,6.13
I001472,O00599,P0085,5,7644.88,7.85
I001473,O00599,P0170,10,4004.55,1.68
I001474,O00599,P0183,-2,2025.49,22.77
I001475,O00599,P0113,7,8843.35,17.08
I001476,O00600,P0054,3,2728.53,19.31
I001477,O00600,P0001,2,9159.83,6.62
I001478,O00600,P0017,8,6727.23,32.47
